6643	108
10230	108
1207	108
12507	108
13011	108
12847	108
3517	108
7009	108
9284	108
13257	108
3501	108
14585	108
7554	108
13651	108
12054	108
11648	108
5704	108
9181	108
6250	108
14376	108
8767	108
10982	108
6880	108
12059	108
11	108
7010	108
11607	108
1557	108
8464	108
5780	108
4751	108
919	108
7637	108
9384	108
13072	108
9924	108
7408	108
4587	108
8211	108
2658	108
7534	108
13912	108
12070	108
7902	108
7761	108
10727	108
710	108
15050	108
5011	108
11719	108
5217	108
1685	108
11863	108
10678	108
12407	108
1616	108
10948	108
2544	108
182	108
8368	108
14576	108
10894	108
8112	108
7634	108
14685	108
1954	108
1801	108
11427	108
7031	108
11693	108
12879	108
3500	108
902	108
917	108
11777	108
9794	108
14295	108
11668	108
8424	108
10340	108
11042	108
1955	108
13599	108
4609	108
10160	108
14487	108
11597	108
7167	108
10958	108
12791	108
3549	108
402	108
5	108
14287	108
11725	108
1961	108
3603	108
13795	108
11512	108
7082	108
14953	108
6182	108
9850	108
12159	108
5552	108
12676	108
2860	108
1553	108
3635	108
7369	108
11093	108
1636	108
7415	108
193	108
3705	108
4923	108
687	108
9354	108
1651	108
10588	108
4299	108
5323	108
3933	108
13873	108
3585	108
14510	108
9354	110
8816	110
12233	110
8755	110
3517	110
10982	110
2722	110
3501	110
13599	110
6932	110
4288	110
5701	110
8767	110
11378	110
10731	110
7010	110
723	110
11	110
9384	110
12847	110
8211	110
2658	110
7534	110
13912	110
7902	110
12070	110
7761	110
10727	110
710	110
15050	110
5011	110
11719	110
5217	110
1685	110
11863	110
10678	110
1616	110
12407	110
10948	110
2544	110
182	110
8368	110
14576	110
12343	110
1420	110
11792	110
5746	110
8112	110
7634	110
14685	110
1954	110
6272	110
11427	110
7031	110
11693	110
12879	110
3500	110
902	110
917	110
9794	110
14295	110
11668	110
875	110
1149	110
10340	110
11042	110
1955	110
4609	110
1801	110
10160	110
14487	110
2880	110
6853	110
11777	110
11597	110
7167	110
10958	110
12791	110
402	110
5	110
12159	110
9474	110
11725	110
4053	110
13651	110
1961	110
3603	110
13795	110
11512	110
7082	110
14953	110
6182	110
9850	110
7554	110
5552	110
12676	110
2860	110
1553	110
3635	110
7369	110
11093	110
9184	110
7415	110
193	110
3705	110
4923	110
687	110
10588	110
1651	110
4299	110
5323	110
3933	110
13873	110
14510	110
11427	497
8211	497
2658	497
13912	497
7534	497
12070	497
7902	497
8767	497
7761	497
10727	497
15050	497
710	497
5011	497
11719	497
5217	497
1685	497
11863	497
10678	497
12407	497
1616	497
7527	497
10948	497
2544	497
182	497
8368	497
14576	497
8112	497
7634	497
14685	497
1954	497
3517	497
7031	497
11693	497
12879	497
3500	497
902	497
917	497
9794	497
14295	497
11668	497
10340	497
11042	497
1955	497
13599	497
4609	497
1801	497
10160	497
14487	497
11597	497
7167	497
10958	497
12791	497
402	497
5	497
11725	497
13651	497
1961	497
3603	497
13795	497
875	497
1149	497
11512	497
7082	497
14953	497
6182	497
7010	497
9850	497
1553	497
7554	497
5552	497
12676	497
2860	497
3635	497
7369	497
11093	497
7415	497
193	497
3705	497
4923	497
687	497
9354	497
1651	497
10588	497
4299	497
5323	497
3933	497
13873	497
14510	497
5556	1392
3517	1392
13599	1392
14658	1392
4213	1392
1063	1392
13017	1392
2407	1392
12290	1392
9858	1392
7735	1392
6932	1392
4216	1392
12576	1392
9091	1392
13551	1392
10957	1392
4872	1392
3272	1392
10230	1392
5214	1392
869	1392
2996	1392
2482	1392
7373	1392
5431	1392
12407	1392
11215	1392
9384	1392
917	1392
5256	1392
6703	1392
7037	1392
1557	1392
1636	1392
2438	1392
8464	1392
12893	1392
4587	1392
1954	1392
4394	1392
14579	1392
6643	1392
12624	1392
1420	1392
6833	1392
2791	1392
5217	1392
12237	1392
6880	1392
2647	1392
13029	1392
7408	1392
1198	1392
5994	1392
8211	1392
2658	1392
14385	1392
11427	1392
1616	1392
6695	1392
7031	1392
7534	1392
13912	1392
12070	1392
7902	1392
8767	1392
1553	1392
1955	1392
7377	1392
7761	1392
9555	1392
12365	1392
7250	1392
10727	1392
11003	1392
9850	1392
10259	1392
828	1392
710	1392
15050	1392
1791	1392
5011	1392
11719	1392
10982	1392
14144	1392
2516	1392
13218	1392
8424	1392
12287	1392
1685	1392
8538	1392
10678	1392
11863	1392
10948	1392
2544	1392
4090	1392
182	1392
8368	1392
4844	1392
10366	1392
13584	1392
3297	1392
14576	1392
13187	1392
12851	1392
11593	1392
1492	1392
8112	1392
8109	1392
142	1392
4215	1392
11777	1392
11649	1392
9343	1392
7634	1392
14685	1392
12761	1392
11693	1392
12879	1392
3500	1392
902	1392
14839	1392
82	1392
161	1392
10571	1392
11602	1392
11792	1392
10340	1392
12396	1392
9794	1392
3696	1392
4035	1392
14295	1392
5375	1392
11668	1392
11042	1392
7780	1392
9043	1392
14196	1392
2492	1392
746	1392
4609	1392
7922	1392
1801	1392
10160	1392
14487	1392
11597	1392
12024	1392
9596	1392
7167	1392
10958	1392
12791	1392
6182	1392
10975	1392
12737	1392
8284	1392
402	1392
5	1392
9474	1392
11	1392
2429	1392
11725	1392
3779	1392
13651	1392
713	1392
11438	1392
1961	1392
3603	1392
13795	1392
5115	1392
11066	1392
12896	1392
5574	1392
11512	1392
3568	1392
7082	1392
14953	1392
7010	1392
13792	1392
12107	1392
13537	1392
7554	1392
5552	1392
512	1392
7636	1392
12676	1392
2860	1392
4037	1392
3635	1392
12452	1392
7369	1392
14956	1392
11093	1392
3206	1392
3002	1392
9434	1392
6894	1392
2858	1392
6963	1392
5746	1392
7415	1392
3656	1392
193	1392
3705	1392
4923	1392
687	1392
9354	1392
10588	1392
1651	1392
3707	1392
1046	1392
12739	1392
4299	1392
974	1392
13342	1392
3742	1392
12478	1392
3492	1392
5323	1392
3933	1392
13873	1392
14510	1392
14531	1392
14390	1392
4035	1859
10205	1859
204	1859
4381	1859
13935	1859
10448	1859
8767	1859
3517	1859
3419	1859
7916	1859
10994	1859
13599	1859
13019	1859
13011	1859
13310	1859
11146	1859
10014	1859
12357	1859
502	1859
12407	1859
954	1859
7987	1859
3791	1859
10230	1859
1420	1859
875	1859
3438	1859
10259	1859
11427	1859
11479	1859
10497	1859
7515	1859
6932	1859
6272	1859
5398	1859
6833	1859
4616	1859
11836	1859
7719	1859
10862	1859
1585	1859
13187	1859
1149	1859
9802	1859
13639	1859
12554	1859
11602	1859
15050	1859
710	1859
8368	1859
13218	1859
6643	1859
11863	1859
10678	1859
5574	1859
12734	1859
7527	1859
873	1859
2308	1859
2860	1859
12960	1859
10223	1859
10660	1859
6488	1859
243	1859
6106	1859
5660	1859
310	1859
7843	1859
14495	1859
13342	1859
10366	1859
4844	1859
10094	1859
12159	1859
5948	1859
6714	1859
11126	1859
2038	1859
7369	1859
13671	1859
5	1859
5383	1859
13210	1859
11533	1859
11792	1859
8731	1859
11	1859
2429	1859
9474	1859
7833	1859
5746	1859
11719	1859
15086	1859
11839	1859
13278	1859
5214	1859
10982	1859
8790	1859
9398	1859
5434	1859
13865	1859
877	1859
4875	1859
9549	1859
12858	1859
14613	1859
5649	1859
6472	1859
12708	1859
8424	1859
3705	1859
13687	1859
7071	1859
10978	1859
12708	3052
11146	3052
12607	3052
4985	3052
589	3052
10091	3052
8368	3052
7464	3052
9764	3052
5574	3052
3419	3052
11792	3052
1420	3052
12239	3052
3845	3052
